2026-04-24T11:43:23.811Z,ORDER-SERVICE,POST,/api/order/create,349.797ms
2026-04-24T11:43:23.939Z,ORDER-SERVICE,POST,/api/order/create,107.621ms
2026-04-24T11:43:24.006Z,ORDER-SERVICE,POST,/api/order/create,72.612ms
2026-04-24T11:43:24.098Z,ORDER-SERVICE,POST,/api/order/create,56.208ms
2026-04-24T11:43:24.188Z,ORDER-SERVICE,POST,/api/order/create,61.343ms
2026-04-24T11:43:24.280Z,ORDER-SERVICE,POST,/api/order/create,48.525ms
2026-04-24T11:43:24.491Z,ORDER-SERVICE,POST,/api/order/create,52.824ms
2026-04-24T11:43:24.569Z,ORDER-SERVICE,POST,/api/order/create,44.435ms
2026-04-24T11:43:24.614Z,ORDER-SERVICE,POST,/api/order/create,290.042ms
2026-04-24T11:43:24.692Z,ORDER-SERVICE,POST,/api/order/create,52.243ms
2026-04-24T11:43:24.777Z,ORDER-SERVICE,POST,/api/order/create,51.471ms
2026-04-24T11:43:24.992Z,ORDER-SERVICE,POST,/api/order/create,54.988ms
2026-04-24T11:43:25.080Z,ORDER-SERVICE,POST,/api/order/create,48.690ms
2026-04-24T11:43:25.130Z,ORDER-SERVICE,POST,/api/order/create,301.751ms
2026-04-24T11:43:25.218Z,ORDER-SERVICE,POST,/api/order/create,55.085ms
2026-04-24T11:43:25.289Z,ORDER-SERVICE,POST,/api/order/create,59.685ms
2026-04-24T11:43:25.389Z,ORDER-SERVICE,POST,/api/order/create,54.214ms
2026-04-24T11:43:25.478Z,ORDER-SERVICE,POST,/api/order/create,51.602ms
2026-04-24T11:43:25.603Z,ORDER-SERVICE,POST,/api/order/create,64.467ms
2026-04-24T11:43:25.710Z,ORDER-SERVICE,POST,/api/order/create,73.578ms
2026-04-24T11:43:25.782Z,ORDER-SERVICE,POST,/api/order/create,45.936ms
2026-04-24T11:43:25.880Z,ORDER-SERVICE,POST,/api/order/create,53.258ms
2026-04-24T11:43:26.001Z,ORDER-SERVICE,POST,/api/order/create,65.589ms
2026-04-24T11:43:26.096Z,ORDER-SERVICE,POST,/api/order/create,56.094ms
2026-04-24T11:43:26.212Z,ORDER-SERVICE,POST,/api/order/create,69.721ms
2026-04-24T11:43:26.289Z,ORDER-SERVICE,POST,/api/order/create,57.704ms
2026-04-24T11:43:26.386Z,ORDER-SERVICE,POST,/api/order/create,48.128ms
2026-04-24T11:43:26.518Z,ORDER-SERVICE,POST,/api/order/create,88.889ms
2026-04-24T11:43:26.658Z,ORDER-SERVICE,POST,/api/order/create,98.158ms
2026-04-24T11:43:26.728Z,ORDER-SERVICE,POST,/api/order/create,78.886ms
2026-04-24T11:43:26.886Z,ORDER-SERVICE,POST,/api/order/create,163.945ms
2026-04-24T11:43:26.980Z,ORDER-SERVICE,POST,/api/order/create,136.190ms
2026-04-24T11:43:27.082Z,ORDER-SERVICE,POST,/api/order/create,126.926ms
2026-04-24T11:43:27.210Z,ORDER-SERVICE,POST,/api/order/create,159.789ms
2026-04-24T11:43:27.307Z,ORDER-SERVICE,POST,/api/order/create,164.187ms
2026-04-24T11:43:27.348Z,ORDER-SERVICE,POST,/api/order/create,96.585ms
2026-04-24T11:43:27.409Z,ORDER-SERVICE,POST,/api/order/create,74.925ms
2026-04-24T11:43:27.545Z,ORDER-SERVICE,POST,/api/order/create,110.197ms
2026-04-24T11:43:27.619Z,ORDER-SERVICE,POST,/api/order/create,77.684ms
2026-04-24T11:43:27.720Z,ORDER-SERVICE,POST,/api/order/create,78.047ms
2026-04-24T11:43:27.790Z,ORDER-SERVICE,POST,/api/order/create,47.531ms
2026-04-24T11:43:27.897Z,ORDER-SERVICE,POST,/api/order/create,65.855ms
2026-04-24T11:43:27.973Z,ORDER-SERVICE,POST,/api/order/create,41.646ms
2026-04-24T11:43:28.103Z,ORDER-SERVICE,POST,/api/order/create,67.698ms
2026-04-24T11:43:28.336Z,ORDER-SERVICE,POST,/api/order/create,92.828ms
2026-04-24T12:33:31.207Z,ORDER-SERVICE,POST,/api/order/create,193.270ms
